label	solution	seed_spec	score	seconds	log
iter19_adaptive_opening_scan_gate	Battleships.rs	1,1000	151053.071688	13	benchmarks/20260626T005049Z_iter19_adaptive_opening_scan_gate/run_1_1000.log
