label	solution	seed_spec	score	seconds	log
iter19_chase_soft_cluster_support10k	Battleships.rs	1,1000	139471.033399	15	benchmarks/20260626T012411Z_iter19_chase_soft_cluster_support10k/run_1_1000.log
