label	solution	seed_spec	score	seconds	log
iter31b_ev_hunt_norm_tiebreak_fixed	Battleships.rs	1,1000	160812.033399	16	benchmarks/20260630T154158Z_iter31b_ev_hunt_norm_tiebreak_fixed/run_1_1000.log
