label	solution	seed_spec	score	seconds	log
iter14e_scan_weight_sqrt_overlap	Battleships.rs	1,1000	146714.578124	19	benchmarks/20260625T092310Z_iter14e_scan_weight_sqrt_overlap/run_1_1000.log
