label	solution	seed_spec	score	seconds	log
iter10_scan_density_strength_weighting_half	Battleships.rs	1,1000	161961.762637	11	benchmarks/20260625T022901Z_iter10_scan_density_strength_weighting_half/run_1_1000.log
