label	solution	seed_spec	score	seconds	log
iter19_scan_feasibility_hunt_blend	Battleships.rs	1,1000	139754.033399	16	benchmarks/20260626T005549Z_iter19_scan_feasibility_hunt_blend/run_1_1000.log
