label	solution	seed_spec	score	seconds	log
heatmap_alpha_0p58	tmp_heatmap_alpha_sources/Battleships_heatmap_alpha_0p58.rs	1,1000	140038.033399	16	benchmarks/20260625T144526Z_heatmap_alpha_0p58/run_1_1000.log
