label	solution	seed_spec	score	seconds	log
iter14d_scan_weight_overlap_sqrt_len	Battleships.rs	1,1000	148123.578124	20	benchmarks/20260625T092052Z_iter14d_scan_weight_overlap_sqrt_len/run_1_1000.log
