seed	variant_score	baseline_score	delta_variant_minus_baseline
613	210.635098722523	204.635098722523	+6.000000000000
534	100.036953091456	94.036953091456	+6.000000000000
515	46.417170933774	40.417170933774	+6.000000000000
508	200.391102827082	194.391102827082	+6.000000000000
477	360.406441034895	354.406441034895	+6.000000000000
472	147.235660119898	141.235660119898	+6.000000000000
419	159.635704903012	153.635704903012	+6.000000000000
414	232.998053819558	226.998053819558	+6.000000000000
382	165.483006585984	159.483006585984	+6.000000000000
302	173.531698416720	167.531698416720	+6.000000000000
290	149.648229817778	143.648229817778	+6.000000000000
252	124.589570101989	118.589570101989	+6.000000000000
241	334.285684165944	328.285684165944	+6.000000000000
223	187.618584282106	181.618584282106	+6.000000000000
133	85.797330589440	79.797330589440	+6.000000000000
126	105.300935398650	99.300935398650	+6.000000000000
532	69.088624088923	63.088624088923	+6.000000000000
3354	132.554371183916	127.554371183916	+5.000000000000
2826	67.605523243247	62.605523243247	+5.000000000000
4929	183.056899094989	178.056899094989	+5.000000000000
4880	178.868522427154	173.868522427154	+5.000000000000
4878	152.338143570782	147.338143570782	+5.000000000000
4872	356.101196102616	351.101196102616	+5.000000000000
4853	79.653943925521	74.653943925521	+5.000000000000
4852	213.941527970116	208.941527970116	+5.000000000000
4848	59.365126670477	54.365126670477	+5.000000000000
4706	120.348443849958	115.348443849958	+5.000000000000
4646	264.507684121474	259.507684121474	+5.000000000000
4615	166.231976255067	161.231976255067	+5.000000000000
4567	133.610932409323	128.610932409323	+5.000000000000
4531	255.953666795192	250.953666795192	+5.000000000000
4513	302.883586296832	297.883586296832	+5.000000000000
4488	47.122317404201	42.122317404201	+5.000000000000
4466	83.027549189132	78.027549189132	+5.000000000000
4456	165.149485119673	160.149485119673	+5.000000000000
4437	140.666410764269	135.666410764269	+5.000000000000
4432	67.960837351029	62.960837351029	+5.000000000000
4421	401.144960061004	396.144960061004	+5.000000000000
4402	72.501013185672	67.501013185672	+5.000000000000
4386	57.603395487781	52.603395487781	+5.000000000000
4339	134.127001699964	129.127001699964	+5.000000000000
4306	165.276121022799	160.276121022799	+5.000000000000
4304	113.184658089339	108.184658089339	+5.000000000000
4284	146.116380294330	141.116380294330	+5.000000000000
4257	94.753087842068	89.753087842068	+5.000000000000
4246	48.111598648395	43.111598648395	+5.000000000000
4234	34.221067644714	29.221067644714	+5.000000000000
4166	79.584501143933	74.584501143933	+5.000000000000
4132	63.008789478761	58.008789478761	+5.000000000000
4062	44.944848828289	39.944848828289	+5.000000000000
3999	76.707670357336	71.707670357336	+5.000000000000
3915	137.596822333654	132.596822333654	+5.000000000000
3845	139.597862876860	134.597862876860	+5.000000000000
3740	60.046049317172	55.046049317172	+5.000000000000
3716	100.023021089693	95.023021089693	+5.000000000000
3715	115.280903980081	110.280903980081	+5.000000000000
3689	116.566224108161	111.566224108161	+5.000000000000
3653	60.302134601609	55.302134601609	+5.000000000000
3508	286.412673432974	281.412673432974	+5.000000000000
3493	87.920805393536	82.920805393536	+5.000000000000
3456	155.952880743855	150.952880743855	+5.000000000000
3423	83.382600678450	78.382600678450	+5.000000000000
3414	120.802357015139	115.802357015139	+5.000000000000
3406	88.395982217815	83.395982217815	+5.000000000000
3383	53.462397448870	48.462397448870	+5.000000000000
3348	299.741114760877	294.741114760877	+5.000000000000
3308	90.226015654093	85.226015654093	+5.000000000000
3271	87.711374266693	82.711374266693	+5.000000000000
3168	357.041299499772	352.041299499772	+5.000000000000
3156	86.425536306869	81.425536306869	+5.000000000000
3101	76.523403044225	71.523403044225	+5.000000000000
3075	167.156012728148	162.156012728148	+5.000000000000
3002	108.313850977468	103.313850977468	+5.000000000000
2971	113.452731834745	108.452731834745	+5.000000000000
2872	109.918970442962	104.918970442962	+5.000000000000
2871	58.091153959769	53.091153959769	+5.000000000000
2846	53.518995443753	48.518995443753	+5.000000000000
2828	53.396955331593	48.396955331593	+5.000000000000
2795	68.762101646241	63.762101646241	+5.000000000000
2763	50.739881691458	45.739881691458	+5.000000000000
2683	40.443331886507	35.443331886507	+5.000000000000
2670	70.701902970304	65.701902970304	+5.000000000000
2621	77.622434672447	72.622434672447	+5.000000000000
2583	181.380001189875	176.380001189875	+5.000000000000
2556	90.676246558996	85.676246558996	+5.000000000000
2518	95.490151990294	90.490151990294	+5.000000000000
2476	55.017586625404	50.017586625404	+5.000000000000
2464	49.671205435103	44.671205435103	+5.000000000000
2404	139.621351530847	134.621351530847	+5.000000000000
2375	169.617107963457	164.617107963457	+5.000000000000
2356	276.822136462751	271.822136462751	+5.000000000000
2343	166.640288037532	161.640288037532	+5.000000000000
2339	250.194087364632	245.194087364632	+5.000000000000
2289	125.284721301319	120.284721301319	+5.000000000000
2266	100.524915829601	95.524915829601	+5.000000000000
2199	332.777954556479	327.777954556479	+5.000000000000
2153	80.268339272857	75.268339272857	+5.000000000000
2072	81.861405815744	76.861405815744	+5.000000000000
2029	254.924920253908	249.924920253908	+5.000000000000
2015	28.126317153009	23.126317153009	+5.000000000000
2005	173.651351404353	168.651351404353	+5.000000000000
1945	75.452705814338	70.452705814338	+5.000000000000
1944	50.755789592485	45.755789592485	+5.000000000000
1906	44.636914060716	39.636914060716	+5.000000000000
1870	199.016173416328	194.016173416328	+5.000000000000
1856	106.126962030523	101.126962030523	+5.000000000000
1844	56.067201145179	51.067201145179	+5.000000000000
1821	128.739287628498	123.739287628498	+5.000000000000
1772	141.457807543767	136.457807543767	+5.000000000000
1760	99.123743648159	94.123743648159	+5.000000000000
1706	111.605732925637	106.605732925637	+5.000000000000
1652	185.054249739805	180.054249739805	+5.000000000000
1629	293.631941030613	288.631941030613	+5.000000000000
1599	260.006670848155	255.006670848155	+5.000000000000
1598	237.228016116199	232.228016116199	+5.000000000000
1587	89.441575934648	84.441575934648	+5.000000000000
1576	145.215616293603	140.215616293603	+5.000000000000
1452	52.157265064942	47.157265064942	+5.000000000000
1412	116.126105991630	111.126105991630	+5.000000000000
1381	55.163369400788	50.163369400788	+5.000000000000
1353	133.776358785580	128.776358785580	+5.000000000000
1298	180.560841778541	175.560841778541	+5.000000000000
1165	73.707337644249	68.707337644249	+5.000000000000
1161	204.823570749769	199.823570749769	+5.000000000000
1148	149.560693369436	144.560693369436	+5.000000000000
1136	42.511386850944	37.511386850944	+5.000000000000
1101	253.803538299343	248.803538299343	+5.000000000000
1039	123.346148852803	118.346148852803	+5.000000000000
1030	49.789019065704	44.789019065704	+5.000000000000
1013	77.135864175595	72.135864175595	+5.000000000000
872	41.363785659239	36.363785659239	+5.000000000000
831	197.750400533233	192.750400533233	+5.000000000000
828	82.479446791513	77.479446791513	+5.000000000000
823	413.006816341020	408.006816341020	+5.000000000000
698	107.334046968721	102.334046968721	+5.000000000000
667	186.821666220141	181.821666220141	+5.000000000000
629	194.324526429086	189.324526429086	+5.000000000000
545	87.943325982808	82.943325982808	+5.000000000000
349	86.688666706378	81.688666706378	+5.000000000000
324	72.408225624030	67.408225624030	+5.000000000000
226	254.066800952223	249.066800952223	+5.000000000000
222	166.998000890259	161.998000890259	+5.000000000000
218	106.616347674973	101.616347674973	+5.000000000000
128	165.915061331709	160.915061331709	+5.000000000000
119	94.685340461472	89.685340461472	+5.000000000000
78	29.824189744368	24.824189744368	+5.000000000000
71	58.480432500932	53.480432500932	+5.000000000000
36	223.758654228285	218.758654228285	+5.000000000000
4	91.122508734656	86.122508734656	+5.000000000000
4089	65.906247981676	60.906247981676	+5.000000000000
3107	128.851043140697	124.851043140697	+4.000000000000
737	128.622496422622	124.622496422622	+4.000000000000
1693	67.715847499075	63.715847499075	+4.000000000000
4962	133.853522633916	129.853522633916	+4.000000000000
4936	86.872551073488	82.872551073488	+4.000000000000
4934	65.630168749928	61.630168749928	+4.000000000000
4928	80.233197485580	76.233197485580	+4.000000000000
4909	86.114118044860	82.114118044860	+4.000000000000
4826	46.690352981985	42.690352981985	+4.000000000000
4783	130.601338043981	126.601338043981	+4.000000000000
4750	364.514734288292	360.514734288292	+4.000000000000
4732	223.436507720392	219.436507720392	+4.000000000000
4725	406.968522157647	402.968522157647	+4.000000000000
4653	152.805847713818	148.805847713818	+4.000000000000
4642	65.486844877632	61.486844877632	+4.000000000000
4631	181.206115217023	177.206115217023	+4.000000000000
4614	47.369177104919	43.369177104919	+4.000000000000
4542	110.682673616934	106.682673616934	+4.000000000000
4449	213.147073658590	209.147073658590	+4.000000000000
4413	330.855577236724	326.855577236724	+4.000000000000
4408	99.311002077528	95.311002077528	+4.000000000000
4325	50.493207737512	46.493207737512	+4.000000000000
4266	64.658047254948	60.658047254948	+4.000000000000
4256	50.492571351924	46.492571351924	+4.000000000000
4201	365.444201915752	361.444201915752	+4.000000000000
4189	290.610075688418	286.610075688418	+4.000000000000
4142	50.156136715990	46.156136715990	+4.000000000000
4128	185.606773236794	181.606773236794	+4.000000000000
4096	62.381330408035	58.381330408035	+4.000000000000
4043	63.069840951581	59.069840951581	+4.000000000000
3934	225.391433877082	221.391433877082	+4.000000000000
3900	180.894354835606	176.894354835606	+4.000000000000
3827	295.672930892558	291.672930892558	+4.000000000000
3686	59.465892203343	55.465892203343	+4.000000000000
3669	58.236871231302	54.236871231302	+4.000000000000
3625	178.358092705926	174.358092705926	+4.000000000000
3623	109.411649177786	105.411649177786	+4.000000000000
3606	89.062146308580	85.062146308580	+4.000000000000
3599	133.915533231117	129.915533231117	+4.000000000000
3555	74.500679198053	70.500679198053	+4.000000000000
3548	148.774082877865	144.774082877865	+4.000000000000
3446	96.261272791179	92.261272791179	+4.000000000000
3416	69.795151148782	65.795151148782	+4.000000000000
3409	131.082113125549	127.082113125549	+4.000000000000
3391	47.498585693779	43.498585693779	+4.000000000000
3307	124.884980032398	120.884980032398	+4.000000000000
3296	124.630756114904	120.630756114904	+4.000000000000
3242	44.463583856899	40.463583856899	+4.000000000000
3205	75.034367642464	71.034367642464	+4.000000000000
3203	124.122124884317	120.122124884317	+4.000000000000
3195	58.437406751559	54.437406751559	+4.000000000000
3185	224.589515914671	220.589515914671	+4.000000000000
3135	252.457545694691	248.457545694691	+4.000000000000
3131	76.563886049961	72.563886049961	+4.000000000000
3051	103.541449707433	99.541449707433	+4.000000000000
2934	116.964518468422	112.964518468422	+4.000000000000
2877	51.688827972164	47.688827972164	+4.000000000000
2841	155.683062700996	151.683062700996	+4.000000000000
2835	96.301550169515	92.301550169515	+4.000000000000
2803	213.360940469075	209.360940469075	+4.000000000000
2779	179.114579726836	175.114579726836	+4.000000000000
2776	35.987908417010	31.987908417010	+4.000000000000
2731	27.859616386000	23.859616386000	+4.000000000000
2718	48.505574578126	44.505574578126	+4.000000000000
2688	63.704298221854	59.704298221854	+4.000000000000
2685	133.917540256435	129.917540256435	+4.000000000000
2669	74.316842576299	70.316842576299	+4.000000000000
2654	35.330765796190	31.330765796190	+4.000000000000
2642	55.819911462723	51.819911462723	+4.000000000000
2631	106.784972258936	102.784972258936	+4.000000000000
2629	155.315447321727	151.315447321727	+4.000000000000
2613	41.278314418842	37.278314418842	+4.000000000000
2481	166.904362866255	162.904362866255	+4.000000000000
2468	48.527006570105	44.527006570105	+4.000000000000
2463	90.998302231363	86.998302231363	+4.000000000000
2462	78.403940214079	74.403940214079	+4.000000000000
2454	208.852278116887	204.852278116887	+4.000000000000
2428	86.020081760220	82.020081760220	+4.000000000000
2423	82.219355536733	78.219355536733	+4.000000000000
2407	43.290198225420	39.290198225420	+4.000000000000
2391	98.683543933339	94.683543933339	+4.000000000000
2354	97.483699655787	93.483699655787	+4.000000000000
2338	60.534699936740	56.534699936740	+4.000000000000
2304	73.795268980314	69.795268980314	+4.000000000000
2298	121.033162167854	117.033162167854	+4.000000000000
2284	218.045990471683	214.045990471683	+4.000000000000
2262	153.693065972503	149.693065972503	+4.000000000000
2248	76.955420546230	72.955420546230	+4.000000000000
2221	171.455148493705	167.455148493705	+4.000000000000
2176	306.745458921006	302.745458921006	+4.000000000000
2148	126.745778676433	122.745778676433	+4.000000000000
2141	66.630033886975	62.630033886975	+4.000000000000
2116	217.860748356445	213.860748356445	+4.000000000000
2101	145.054745272603	141.054745272603	+4.000000000000
2081	34.068019542191	30.068019542191	+4.000000000000
2034	188.925437726748	184.925437726748	+4.000000000000
1994	320.030757663421	316.030757663421	+4.000000000000
1970	64.708015516922	60.708015516922	+4.000000000000
1913	188.954118997772	184.954118997772	+4.000000000000
1885	259.188327953783	255.188327953783	+4.000000000000
1858	209.550574074550	205.550574074550	+4.000000000000
1836	94.845259687910	90.845259687910	+4.000000000000
1820	71.874156593535	67.874156593535	+4.000000000000
1804	157.546384867870	153.546384867870	+4.000000000000
1793	66.344886577252	62.344886577252	+4.000000000000
1786	46.798677294512	42.798677294512	+4.000000000000
1781	150.258220589522	146.258220589522	+4.000000000000
1742	28.701892268313	24.701892268313	+4.000000000000
1705	87.486615393684	83.486615393684	+4.000000000000
1695	37.977041470431	33.977041470431	+4.000000000000
1664	66.143148604505	62.143148604505	+4.000000000000
1628	275.758413313365	271.758413313365	+4.000000000000
1534	190.084261838702	186.084261838702	+4.000000000000
1516	55.275308713854	51.275308713854	+4.000000000000
1507	48.751165712584	44.751165712584	+4.000000000000
1490	261.458767340211	257.458767340211	+4.000000000000
1439	147.780857747925	143.780857747925	+4.000000000000
1379	48.977385264040	44.977385264040	+4.000000000000
1370	66.481020107267	62.481020107267	+4.000000000000
1367	177.809927660744	173.809927660744	+4.000000000000
1341	39.842343166697	35.842343166697	+4.000000000000
1254	164.816758417901	160.816758417901	+4.000000000000
1173	258.140698164760	254.140698164760	+4.000000000000
1134	222.375226930102	218.375226930102	+4.000000000000
1089	173.120635240723	169.120635240723	+4.000000000000
1082	101.246189163861	97.246189163861	+4.000000000000
1070	139.590122596362	135.590122596362	+4.000000000000
986	59.274833914712	55.274833914712	+4.000000000000
948	81.241212793271	77.241212793271	+4.000000000000
909	54.253089983990	50.253089983990	+4.000000000000
874	337.727584836152	333.727584836152	+4.000000000000
840	119.928835797977	115.928835797977	+4.000000000000
696	176.066601811936	172.066601811936	+4.000000000000
650	59.776604613750	55.776604613750	+4.000000000000
646	79.810280632117	75.810280632117	+4.000000000000
601	54.106535242232	50.106535242232	+4.000000000000
598	212.524742226764	208.524742226764	+4.000000000000
589	126.537398288697	122.537398288697	+4.000000000000
538	159.493393273719	155.493393273719	+4.000000000000
519	89.661052735865	85.661052735865	+4.000000000000
478	119.152130266812	115.152130266812	+4.000000000000
449	192.102261664444	188.102261664444	+4.000000000000
366	149.483196993405	145.483196993405	+4.000000000000
348	282.019583533860	278.019583533860	+4.000000000000
275	79.834963432902	75.834963432902	+4.000000000000
264	248.070771974264	244.070771974264	+4.000000000000
236	112.487631804931	108.487631804931	+4.000000000000
207	115.599605218298	111.599605218298	+4.000000000000
195	128.014470601657	124.014470601657	+4.000000000000
190	99.166132345613	95.166132345613	+4.000000000000
123	34.907169798146	30.907169798146	+4.000000000000
94	41.456551419068	37.456551419068	+4.000000000000
89	103.833723696971	99.833723696971	+4.000000000000
85	92.389494930143	88.389494930143	+4.000000000000
57	142.207775923760	138.207775923760	+4.000000000000
668	65.988564041503	61.988564041503	+4.000000000000
4590	65.371936099044	62.371936099044	+3.000000000000
4427	64.943469936965	61.943469936965	+3.000000000000
4993	79.263288826830	76.263288826830	+3.000000000000
4986	331.345692130439	328.345692130439	+3.000000000000
4981	100.193670114513	97.193670114513	+3.000000000000
4951	347.111981632971	344.111981632971	+3.000000000000
4944	259.834987944226	256.834987944226	+3.000000000000
4943	101.684147226983	98.684147226983	+3.000000000000
4908	280.013204603032	277.013204603032	+3.000000000000
4887	85.049467036085	82.049467036085	+3.000000000000
4884	67.601448391960	64.601448391960	+3.000000000000
4834	147.790134741050	144.790134741050	+3.000000000000
4815	112.161343774376	109.161343774376	+3.000000000000
4774	194.419285528764	191.419285528764	+3.000000000000
4766	167.974517669308	164.974517669308	+3.000000000000
4717	49.816371297742	46.816371297742	+3.000000000000
4707	75.111131984193	72.111131984193	+3.000000000000
4674	44.330709429489	41.330709429489	+3.000000000000
4598	306.882903796817	303.882903796817	+3.000000000000
4580	36.017546607439	33.017546607439	+3.000000000000
4564	167.362634996242	164.362634996242	+3.000000000000
4534	175.535436544903	172.535436544903	+3.000000000000
4511	138.803556515853	135.803556515853	+3.000000000000
4500	85.034267099315	82.034267099315	+3.000000000000
4483	123.524545948529	120.524545948529	+3.000000000000
4459	131.708108521641	128.708108521641	+3.000000000000
4418	78.315556666984	75.315556666984	+3.000000000000
4377	28.217879119282	25.217879119282	+3.000000000000
4372	73.225507906536	70.225507906536	+3.000000000000
4368	251.416451822315	248.416451822315	+3.000000000000
4343	247.278372288030	244.278372288030	+3.000000000000
4342	60.298553512781	57.298553512781	+3.000000000000
4340	244.450694922090	241.450694922090	+3.000000000000
4337	84.955055277153	81.955055277153	+3.000000000000
4329	38.971286260812	35.971286260812	+3.000000000000
4238	109.593242025380	106.593242025380	+3.000000000000
4230	60.128950642374	57.128950642374	+3.000000000000
4207	106.136943057756	103.136943057756	+3.000000000000
4204	67.876482083236	64.876482083236	+3.000000000000
4169	94.204594530073	91.204594530073	+3.000000000000
4151	133.397104259601	130.397104259601	+3.000000000000
4149	70.447305500739	67.447305500739	+3.000000000000
4144	284.556983054743	281.556983054743	+3.000000000000
4109	53.426100683742	50.426100683742	+3.000000000000
4091	145.731617129835	142.731617129835	+3.000000000000
4053	83.868639910936	80.868639910936	+3.000000000000
4045	34.567849107136	31.567849107136	+3.000000000000
4037	113.736264854089	110.736264854089	+3.000000000000
4026	148.447532401585	145.447532401585	+3.000000000000
4022	57.698721282079	54.698721282079	+3.000000000000
3982	314.345765058328	311.345765058328	+3.000000000000
3961	57.087138793680	54.087138793680	+3.000000000000
3947	161.038080439604	158.038080439604	+3.000000000000
3898	196.883632038405	193.883632038405	+3.000000000000
3850	89.438339830814	86.438339830814	+3.000000000000
3790	65.928327930937	62.928327930937	+3.000000000000
3787	96.472239560323	93.472239560323	+3.000000000000
3749	78.195247515536	75.195247515536	+3.000000000000
3730	107.077475286716	104.077475286716	+3.000000000000
3675	370.063086250076	367.063086250076	+3.000000000000
3661	47.905962649665	44.905962649665	+3.000000000000
3655	37.629414382708	34.629414382708	+3.000000000000
3650	42.026078637574	39.026078637574	+3.000000000000
3647	42.939449480887	39.939449480887	+3.000000000000
3641	124.642209862092	121.642209862092	+3.000000000000
3626	167.476652847565	164.476652847565	+3.000000000000
3569	32.472862714956	29.472862714956	+3.000000000000
3503	67.814616557540	64.814616557540	+3.000000000000
3500	109.894680069644	106.894680069644	+3.000000000000
3455	134.732009652748	131.732009652748	+3.000000000000
3415	241.184824819791	238.184824819791	+3.000000000000
3411	86.843857923894	83.843857923894	+3.000000000000
3403	391.177007009316	388.177007009316	+3.000000000000
3396	41.537566230466	38.537566230466	+3.000000000000
3389	138.458203823421	135.458203823421	+3.000000000000
3334	225.698428380304	222.698428380304	+3.000000000000
3330	94.353829306344	91.353829306344	+3.000000000000
3323	113.192815480358	110.192815480358	+3.000000000000
3297	31.640578658485	28.640578658485	+3.000000000000
3287	111.011768437551	108.011768437551	+3.000000000000
3275	280.087308027254	277.087308027254	+3.000000000000
3259	48.055310299500	45.055310299500	+3.000000000000
3222	81.201856034359	78.201856034359	+3.000000000000
3182	260.770813348060	257.770813348060	+3.000000000000
3124	100.518856601396	97.518856601396	+3.000000000000
3112	43.612745686334	40.612745686334	+3.000000000000
3001	81.701405844282	78.701405844282	+3.000000000000
2982	169.625469901872	166.625469901872	+3.000000000000
2940	118.000290515216	115.000290515216	+3.000000000000
2800	75.581213556090	72.581213556090	+3.000000000000
2755	59.676168520324	56.676168520324	+3.000000000000
2704	60.967851032103	57.967851032103	+3.000000000000
2684	126.950637042389	123.950637042389	+3.000000000000
2668	90.616210900137	87.616210900137	+3.000000000000
2641	30.399124257651	27.399124257651	+3.000000000000
2615	134.932633124977	131.932633124977	+3.000000000000
2536	194.763850265663	191.763850265663	+3.000000000000
2535	306.162859612750	303.162859612750	+3.000000000000
2528	319.579106093211	316.579106093211	+3.000000000000
2519	236.286359657387	233.286359657387	+3.000000000000
2465	347.415097671341	344.415097671341	+3.000000000000
2457	94.790818308732	91.790818308732	+3.000000000000
2321	124.550303793567	121.550303793567	+3.000000000000
2320	97.269450175627	94.269450175627	+3.000000000000
2216	57.290501442413	54.290501442413	+3.000000000000
2158	112.841794142736	109.841794142736	+3.000000000000
2067	186.895268697832	183.895268697832	+3.000000000000
2017	52.782131006478	49.782131006478	+3.000000000000
2003	54.365154825334	51.365154825334	+3.000000000000
1967	48.393191955043	45.393191955043	+3.000000000000
1931	63.073121988505	60.073121988505	+3.000000000000
1929	220.076018259231	217.076018259231	+3.000000000000
1909	119.173886828147	116.173886828147	+3.000000000000
1890	61.258483509026	58.258483509026	+3.000000000000
1889	72.600794914201	69.600794914201	+3.000000000000
1882	207.957163116526	204.957163116526	+3.000000000000
1829	51.158314973214	48.158314973214	+3.000000000000
1758	56.679797122457	53.679797122457	+3.000000000000
1740	88.567014061008	85.567014061008	+3.000000000000
1729	214.978668180661	211.978668180661	+3.000000000000
1645	169.442988747953	166.442988747953	+3.000000000000
1643	56.702761135958	53.702761135958	+3.000000000000
1570	115.898463228644	112.898463228644	+3.000000000000
1519	71.724057330029	68.724057330029	+3.000000000000
1478	49.915811104037	46.915811104037	+3.000000000000
1445	39.344275171683	36.344275171683	+3.000000000000
1432	98.302467639103	95.302467639103	+3.000000000000
1404	123.923991989421	120.923991989421	+3.000000000000
1380	89.487672273241	86.487672273241	+3.000000000000
1377	109.697535289779	106.697535289779	+3.000000000000
1365	31.327612760161	28.327612760161	+3.000000000000
1306	69.723326734613	66.723326734613	+3.000000000000
1270	192.027387367526	189.027387367526	+3.000000000000
1261	120.338373238396	117.338373238396	+3.000000000000
1242	164.932154043106	161.932154043106	+3.000000000000
1239	91.679042198740	88.679042198740	+3.000000000000
1224	30.251396674415	27.251396674415	+3.000000000000
1209	234.060213519531	231.060213519531	+3.000000000000
1204	183.319323196122	180.319323196122	+3.000000000000
1189	58.543344869601	55.543344869601	+3.000000000000
1186	39.929161342220	36.929161342220	+3.000000000000
1143	70.144350294504	67.144350294504	+3.000000000000
1140	87.796742389147	84.796742389147	+3.000000000000
1116	92.072871330169	89.072871330169	+3.000000000000
1088	174.652799447553	171.652799447553	+3.000000000000
1080	115.722341701917	112.722341701917	+3.000000000000
1073	123.833318354878	120.833318354878	+3.000000000000
1065	121.057933984633	118.057933984633	+3.000000000000
1055	89.651394440798	86.651394440798	+3.000000000000
970	139.589103242103	136.589103242103	+3.000000000000
968	33.881232254418	30.881232254418	+3.000000000000
961	39.123942267837	36.123942267837	+3.000000000000
915	47.465054691900	44.465054691900	+3.000000000000
883	91.415306893154	88.415306893154	+3.000000000000
873	109.857399277658	106.857399277658	+3.000000000000
871	50.933971776843	47.933971776843	+3.000000000000
848	276.092655034507	273.092655034507	+3.000000000000
787	45.696594644311	42.696594644311	+3.000000000000
786	61.246910027205	58.246910027205	+3.000000000000
774	47.857083017323	44.857083017323	+3.000000000000
762	52.645908983686	49.645908983686	+3.000000000000
746	131.505902230846	128.505902230846	+3.000000000000
719	83.166292149423	80.166292149423	+3.000000000000
695	115.540260883259	112.540260883259	+3.000000000000
682	52.786051358398	49.786051358398	+3.000000000000
663	257.496559237213	254.496559237213	+3.000000000000
652	106.896120271794	103.896120271794	+3.000000000000
592	198.992045151215	195.992045151215	+3.000000000000
584	94.882658138522	91.882658138522	+3.000000000000
456	407.622771012624	404.622771012624	+3.000000000000
436	151.039667985821	148.039667985821	+3.000000000000
405	70.959585493750	67.959585493750	+3.000000000000
396	77.918113598393	74.918113598393	+3.000000000000
378	56.640670949330	53.640670949330	+3.000000000000
357	64.768544525314	61.768544525314	+3.000000000000
318	137.315022832578	134.315022832578	+3.000000000000
244	73.703154766881	70.703154766881	+3.000000000000
184	88.840364676251	85.840364676251	+3.000000000000
139	64.345942082131	61.345942082131	+3.000000000000
135	284.879044014503	281.879044014503	+3.000000000000
107	97.608579701238	94.608579701238	+3.000000000000
31	79.235970084188	76.235970084188	+3.000000000000
586	65.601478217083	62.601478217083	+3.000000000000
181	65.315149290137	62.315149290137	+3.000000000000
974	256.689490487791	253.689490487791	+3.000000000000
659	129.821270839785	127.821270839785	+2.000000000000
4996	144.665428217484	142.665428217484	+2.000000000000
4976	89.602831808627	87.602831808627	+2.000000000000
4974	111.364327175729	109.364327175729	+2.000000000000
4966	50.960788712232	48.960788712232	+2.000000000000
4931	50.296377949709	48.296377949709	+2.000000000000
4923	38.341899946342	36.341899946342	+2.000000000000
4920	75.472819014485	73.472819014485	+2.000000000000
4917	94.954768344554	92.954768344554	+2.000000000000
4890	269.223644686453	267.223644686453	+2.000000000000
4879	313.264534947968	311.264534947968	+2.000000000000
4841	32.213656068125	30.213656068125	+2.000000000000
4833	104.289557635964	102.289557635964	+2.000000000000
4829	140.719249412652	138.719249412652	+2.000000000000
4821	167.209297545632	165.209297545632	+2.000000000000
4805	95.532440167565	93.532440167565	+2.000000000000
4801	69.057775294684	67.057775294684	+2.000000000000
4752	23.528407309862	21.528407309862	+2.000000000000
4747	137.187529214073	135.187529214073	+2.000000000000
4734	249.932719862403	247.932719862403	+2.000000000000
4713	274.813128977659	272.813128977659	+2.000000000000
4704	57.967146441219	55.967146441219	+2.000000000000
4664	53.765137296280	51.765137296280	+2.000000000000
4619	60.914819016470	58.914819016470	+2.000000000000
4588	57.902258840366	55.902258840366	+2.000000000000
4584	108.496150085263	106.496150085263	+2.000000000000
4583	95.138895751070	93.138895751070	+2.000000000000
4538	50.441653011349	48.441653011349	+2.000000000000
4522	116.180044189933	114.180044189933	+2.000000000000
4520	175.837671458217	173.837671458217	+2.000000000000
4507	65.675623949700	63.675623949700	+2.000000000000
4489	107.500295995689	105.500295995689	+2.000000000000
4484	147.602869488840	145.602869488840	+2.000000000000
4438	213.287604294831	211.287604294831	+2.000000000000
4433	78.170233024722	76.170233024722	+2.000000000000
4431	177.901072295631	175.901072295631	+2.000000000000
4420	49.271139907046	47.271139907046	+2.000000000000
4358	41.552201657794	39.552201657794	+2.000000000000
4307	82.923411356865	80.923411356865	+2.000000000000
4177	188.183985146900	186.183985146900	+2.000000000000
4164	53.115547336651	51.115547336651	+2.000000000000
4156	128.612415748921	126.612415748921	+2.000000000000
4119	41.331904922914	39.331904922914	+2.000000000000
4108	63.215077477382	61.215077477382	+2.000000000000
4046	82.666690082975	80.666690082975	+2.000000000000
4002	329.779922845960	327.779922845960	+2.000000000000
4000	58.000613991454	56.000613991454	+2.000000000000
3995	49.782163319175	47.782163319175	+2.000000000000
3946	110.093233402988	108.093233402988	+2.000000000000
3942	54.975598785783	52.975598785783	+2.000000000000
3941	53.719408102019	51.719408102019	+2.000000000000
3912	42.902026173631	40.902026173631	+2.000000000000
3896	131.778433507659	129.778433507659	+2.000000000000
3882	88.059088769001	86.059088769001	+2.000000000000
3844	118.730979039104	116.730979039104	+2.000000000000
3839	155.592960488744	153.592960488744	+2.000000000000
3838	103.759086725914	101.759086725914	+2.000000000000
3804	80.255934318645	78.255934318645	+2.000000000000
3776	64.485073054424	62.485073054424	+2.000000000000
3770	212.208030292508	210.208030292508	+2.000000000000
3753	50.580102940235	48.580102940235	+2.000000000000
3671	80.233792801034	78.233792801034	+2.000000000000
3665	35.297754052286	33.297754052286	+2.000000000000
3660	85.961895646797	83.961895646797	+2.000000000000
3604	95.170552877166	93.170552877166	+2.000000000000
3601	66.894796750430	64.894796750430	+2.000000000000
3593	79.719237538599	77.719237538599	+2.000000000000
3591	84.997297787157	82.997297787157	+2.000000000000
3535	184.834003430775	182.834003430775	+2.000000000000
3481	146.518085790517	144.518085790517	+2.000000000000
3376	143.847986248853	141.847986248853	+2.000000000000
3363	165.041133559256	163.041133559256	+2.000000000000
