label	solution	seed_spec	score	seconds	log
heatmap_alpha_0p62	tmp_heatmap_alpha_sources/Battleships_heatmap_alpha_0p62.rs	1,1000	138980.033399	15	benchmarks/20260625T144755Z_heatmap_alpha_0p62/run_1_1000.log
