seed_spec	current_label	current_score	benchmark_label	benchmark_score	delta_current_minus_benchmark	ratio_current_over_benchmark	current_log	benchmark_log
1,1000	iter2_hit_compatible_heatmap	172466.000000	random_1000	206006.000000	-33540	0.837189	benchmarks/20260624T162004Z_iter2_hit_compatible_heatmap/run_1_1000.log	benchmarks/20260624T161439Z_random_1000/run_1_1000.log
1,1000	iter2_hit_compatible_heatmap	172466.000000	iter1_1000	175604.000000	-3138	0.98213	benchmarks/20260624T162004Z_iter2_hit_compatible_heatmap/run_1_1000.log	benchmarks/20260624T161442Z_iter1_1000/run_1_1000.log
