label	solution	seed_spec	score	seconds	log
iter23_beam_topk5_rerank_f005	Battleships.rs	1001,3000	281604.422478	394	benchmarks/20260629T153716Z_iter23_beam_topk5_rerank_f005/run_1001_3000.log
